City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Havoysund,NO,70.9963,24.6622,53.83,54,99,11.45,overcast clouds
348,Bagan,RU,54.1001,77.6646,65.66,54,100,11.05,overcast clouds
349,Moron,AR,-34.6534,-58.6198,49.75,93,15,4.32,few clouds
350,Shingu,JP,33.7333,135.9833,70.86,78,100,5.37,moderate rain
351,Diu,IN,20.7141,70.9822,81.12,79,5,12.39,clear sky
352,Escondido,US,33.1192,-117.0864,84.29,63,0,10.36,clear sky
353,Loukhi,RU,66.0764,33.0381,35.56,83,4,3.4,clear sky
354,Waipawa,NZ,-41.4122,175.5153,46.65,65,97,9.46,overcast clouds
355,Mandalgovi,MN,45.7625,106.2708,64.29,16,8,11.59,clear sky
356,Mackay,AU,-21.15,149.2,78.67,74,35,13.31,scattered clouds
357,Stokmarknes,NO,68.5646,14.9108,46.38,93,100,3.44,overcast clouds
358,Malacky,SK,48.436,17.0219,56.91,81,9,2.57,clear sky
359,Pangnirtung,CA,66.1451,-65.7125,13.57,95,99,9.4,overcast clouds
360,Banda Aceh,ID,5.5577,95.3222,82.42,75,100,8.46,overcast clouds
361,Harper,LR,4.375,-7.7169,76.6,86,100,5.88,moderate rain
362,Cockburn Town,TC,21.4612,-71.1419,79.32,75,0,17.43,clear sky
363,Tavares,US,28.8042,-81.7256,81.19,72,20,11.5,few clouds
364,Sao Sebastiao,BR,-23.76,-45.4097,67.05,83,0,3.76,clear sky
365,Dehui,CN,44.5333,125.7,52.47,81,100,2.68,light rain
366,Kaeo,NZ,-35.1,173.7833,67.32,68,13,2.91,few clouds
367,Sambava,MG,-14.2667,50.1667,70.27,87,13,7.11,few clouds
368,Sur,OM,22.5667,59.5289,88.95,44,0,11.68,clear sky
369,Belaya Gora,RU,68.5333,146.4167,40.68,61,100,10.6,overcast clouds
370,Ola,RU,59.5833,151.2833,43.14,96,100,12.08,light rain
371,Nyangao,TZ,-10.3333,39.2833,68.22,98,10,0.96,clear sky
372,Mangotsfield,GB,51.4878,-2.504,54.91,92,100,14.97,overcast clouds
373,Tuatapere,NZ,-46.1333,167.6833,48.83,65,51,1.14,broken clouds
374,Airai,TL,-8.9266,125.4092,69.58,68,85,3.47,overcast clouds
375,Port Macquarie,AU,-31.4333,152.9167,68.9,77,75,6.91,broken clouds
376,Pionerskiy,RU,54.9508,20.2275,46.74,85,7,11.41,clear sky
377,Amos,CA,48.5669,-78.1162,60.19,57,100,1.39,overcast clouds
378,Moyeuvre-Grande,FR,49.2517,6.0475,59.25,72,100,1.99,overcast clouds
379,Sinazongwe,ZM,-17.2614,27.4618,65.17,54,0,4.52,clear sky
380,Tankhoy,RU,51.5528,105.1306,59.47,52,2,1.9,clear sky
381,Tevaitoa,PF,-16.7833,-151.5,80.73,70,12,12.84,light rain
382,Richards Bay,ZA,-28.783,32.0377,68.77,89,3,10.76,clear sky
383,Bambanglipuro,ID,-7.95,110.2833,79.48,78,100,2.13,overcast clouds
384,Nyurba,RU,63.2842,118.3319,40.64,68,100,9.17,overcast clouds
385,Tallahassee,US,30.4383,-84.2807,78.64,85,75,3.44,thunderstorm
386,Katsuura,JP,35.1333,140.3,70.03,70,100,8.75,overcast clouds
387,Kerema,PG,-7.9631,145.7785,80.04,83,100,4.83,light rain
388,Naze,JP,28.3667,129.4833,76.12,80,88,6.38,overcast clouds
389,Karabulak,RU,43.3036,44.8964,43.79,85,9,4.21,clear sky
390,Venice,US,27.0998,-82.4543,83.98,79,100,16.11,thunderstorm
391,Bada,RU,51.392,109.8717,69.67,25,0,4.68,clear sky
392,Hue,VN,16.4667,107.6,86.11,70,40,2.3,scattered clouds
393,Peniche,PT,39.3558,-9.3811,60.12,88,6,14.16,clear sky
394,Leningradskiy,RU,69.3833,178.4167,47.66,65,98,7.16,overcast clouds
395,Nhulunbuy,AU,-12.2333,136.7667,86.61,58,40,12.66,scattered clouds
396,Hobyo,SO,5.3505,48.5268,78.98,81,84,21.56,broken clouds
397,Anshun,CN,26.25,105.9333,64.71,96,100,8.61,light rain
398,Itapirapua,BR,-15.8233,-50.6133,68.85,46,8,5.93,clear sky
399,Humboldt,US,40.6665,-123.9178,55.13,51,17,5.82,few clouds
400,Kutum,SD,14.2,24.6667,73.11,10,96,6.6,overcast clouds
401,Ewa Beach,US,21.3156,-158.0072,84.15,48,75,15.01,broken clouds
402,Kargasok,RU,59.0556,80.8572,59.5,54,82,8.97,broken clouds
403,Samarai,PG,-10.6167,150.6667,80.91,76,37,8.05,scattered clouds
404,Asahikawa,JP,43.7678,142.3703,74.41,53,20,4.61,few clouds
405,Dejen,ET,10.1667,38.1333,57.69,61,48,2.51,scattered clouds
406,Kuytun,RU,54.3419,101.5036,65.55,44,7,13.09,clear sky
407,Beckley,US,37.7782,-81.1882,66.67,89,100,11.5,overcast clouds
408,Wheatley,GB,51.7473,-1.1394,52.92,93,55,4.61,broken clouds
409,Eureka,US,40.8021,-124.1637,64.2,82,80,4.0,broken clouds
410,Maine-Soroa,NE,13.2114,12.0241,81.93,10,0,6.24,clear sky
411,Mont-De-Marsan,FR,44.0,-0.6667,54.79,92,0,2.3,clear sky
412,Prince Rupert,CA,54.3161,-130.3201,51.89,78,100,5.75,overcast clouds
413,Poum,NC,-20.2333,164.0167,77.18,71,1,5.3,clear sky
414,San Quintin,MX,30.4833,-115.95,65.97,67,0,5.55,clear sky
415,La Palma,US,33.8464,-118.0467,81.91,75,40,10.36,scattered clouds
416,Flinders,AU,-34.5833,150.8552,68.38,72,92,8.01,overcast clouds
417,Tupik,RU,54.4253,119.9327,67.96,36,100,6.55,overcast clouds
418,Hastings,GB,50.8552,0.5729,57.18,91,17,12.86,few clouds
419,Haines Junction,CA,60.7522,-137.5108,57.15,28,94,8.05,overcast clouds
420,Ngunguru,NZ,-35.6167,174.5,62.1,62,6,6.98,clear sky
421,Champerico,GT,14.3,-91.9167,79.68,83,100,12.73,overcast clouds
422,Kulu,TR,39.0951,33.0799,57.11,55,4,6.51,clear sky
423,Severodvinsk,RU,64.5635,39.8302,39.31,93,100,8.88,overcast clouds
424,Mahibadhoo,MV,3.7833,72.9667,82.72,72,52,8.75,broken clouds
425,Yerbogachen,RU,61.2767,108.0108,49.28,56,100,14.07,overcast clouds
426,Pitimbu,BR,-7.4706,-34.8086,73.99,84,100,12.66,overcast clouds
427,Eyl,SO,7.9803,49.8164,81.45,68,33,13.53,scattered clouds
428,Taltal,CL,-25.4,-70.4833,60.94,76,29,2.89,scattered clouds
429,Coquimbo,CL,-29.9533,-71.3436,53.33,100,0,5.75,clear sky
430,Noumea,NC,-22.2763,166.4572,82.38,99,29,6.46,scattered clouds
431,Jadu,LY,31.953,12.0261,75.85,15,53,16.67,broken clouds
432,Srednekolymsk,RU,67.45,153.6833,50.09,52,53,17.07,broken clouds
433,Dwarka,IN,22.2394,68.9678,81.5,79,10,16.58,clear sky
434,Albanel,CA,48.8832,-72.4487,58.98,44,90,3.44,overcast clouds
435,Suriapet,IN,17.15,79.6167,90.05,41,88,5.75,overcast clouds
436,Bandarbeyla,SO,9.4942,50.8122,78.82,88,89,21.0,overcast clouds
437,Ilinskoye-Khovanskoye,RU,56.9718,39.7684,38.68,93,87,7.2,light rain
438,Tautira,PF,-17.7333,-149.15,79.57,70,30,10.16,scattered clouds
439,Zhigansk,RU,66.7697,123.3711,35.08,68,67,24.58,broken clouds
440,Kurilsk,RU,45.2333,147.8833,51.51,78,38,3.33,scattered clouds
441,La Crosse,US,43.8014,-91.2396,58.41,95,100,4.61,mist
442,Tevriz,RU,57.509,72.4042,63.9,68,100,5.84,overcast clouds
443,Gorshechnoye,RU,51.5244,38.0365,45.88,92,3,6.53,clear sky
444,Svetlogorsk,BY,52.6333,29.7333,55.26,82,100,10.47,overcast clouds
445,Thinadhoo,MV,0.5333,72.9333,83.07,68,25,3.94,scattered clouds
446,Uji,JP,34.8833,135.8,79.63,48,100,7.09,overcast clouds
447,Spartanburg,US,34.9496,-81.9321,67.41,85,100,9.22,overcast clouds
448,Korla,CN,41.7597,86.1469,83.39,15,100,6.11,overcast clouds
449,Merauke,ID,-8.4667,140.3333,84.6,64,97,7.67,overcast clouds
450,Ariquemes,BR,-9.9133,-63.0408,75.38,78,91,1.88,overcast clouds
451,Guerrero Negro,MX,27.9769,-114.0611,67.35,66,0,16.64,clear sky
452,Maniitsoq,GL,65.4167,-52.9,32.67,64,22,14.97,few clouds
453,Mehamn,NO,71.0357,27.8492,46.31,64,18,11.9,few clouds
454,Izhma,RU,65.0083,53.9113,52.95,90,99,11.63,overcast clouds
455,Demba,CD,-5.51,22.2667,66.15,98,79,1.7,broken clouds
456,Kasongo-Lunda,CD,-6.4667,16.8167,68.58,89,12,1.05,few clouds
457,Paraiso,CR,9.8383,-83.8656,66.42,97,100,0.87,overcast clouds
458,Chicama,PE,-7.8447,-79.1469,61.34,83,18,5.08,few clouds
459,Andenes,NO,69.3143,16.1194,49.98,81,100,5.75,overcast clouds
460,Innisfail,AU,-17.5333,146.0333,76.89,72,24,7.02,few clouds
461,Hun,LY,29.1268,15.9477,85.08,9,0,17.81,clear sky
462,Beringovskiy,RU,63.05,179.3167,47.53,59,100,5.06,overcast clouds
463,Sarandi,BR,-23.4436,-51.8739,72.95,53,0,9.22,clear sky
464,Decatur,US,39.8403,-88.9548,74.95,88,75,12.66,broken clouds
465,Timra,SE,62.487,17.3257,46.08,93,100,3.44,overcast clouds
466,Bushehr,IR,28.9684,50.8385,78.89,65,0,6.91,clear sky
467,Kavaratti,IN,10.5669,72.642,83.19,78,65,9.48,broken clouds
468,Chhabra,IN,24.6667,76.8333,89.11,29,0,7.61,clear sky
469,Iberia,US,29.9502,-91.7507,78.87,83,0,6.91,clear sky
470,Zaysan,KZ,47.4667,84.8667,73.2,54,30,4.52,scattered clouds
471,Kitimat,CA,54.0524,-128.6534,52.18,96,100,2.3,moderate rain
472,Marawi,PH,7.9986,124.2928,78.19,73,78,1.57,broken clouds
473,Balabac,PH,7.9868,117.0645,83.59,78,100,9.62,overcast clouds
474,Puerto Escondido,MX,15.85,-97.0667,81.32,80,100,3.18,overcast clouds
475,Ilebo,CD,-4.3167,20.5833,68.2,98,79,1.14,broken clouds
476,Kamaishi,JP,39.2667,141.8833,67.69,72,82,11.77,broken clouds
477,Hami,CN,42.8,93.45,84.02,10,100,10.74,overcast clouds
478,Avigliana,IT,45.0771,7.3986,66.34,78,53,4.45,broken clouds
479,Moose Factory,CA,51.2585,-80.6094,42.8,65,20,6.91,few clouds
480,Yate,GB,51.5407,-2.4184,54.79,91,18,7.0,few clouds
481,Cayenne,GF,4.9333,-52.3333,82.09,1,75,2.3,broken clouds
482,Sakakah,SA,29.9697,40.2064,76.57,22,0,16.98,clear sky
483,Chaman,PK,30.9236,66.4512,74.57,10,0,2.95,clear sky
484,Lethem,GY,3.3803,-59.7968,76.48,87,17,6.76,few clouds
485,Hirosaki,JP,40.5931,140.4725,81.68,38,100,2.71,overcast clouds
486,Illapel,CL,-31.6308,-71.1653,59.74,69,0,1.3,clear sky
487,Ust-Ishim,RU,57.6935,71.1665,63.95,66,99,6.6,overcast clouds
488,Vrchlabi,CZ,50.627,15.6094,53.44,96,100,1.92,overcast clouds
489,Maragogi,BR,-9.0122,-35.2225,75.87,89,98,10.47,overcast clouds
490,Carutapera,BR,-1.195,-46.02,74.44,96,86,5.7,overcast clouds
491,Nizwa,OM,22.9333,57.5333,81.37,39,0,1.28,clear sky
492,Milkovo,RU,54.7167,158.6167,48.2,77,100,1.97,overcast clouds
493,Hovd,MN,48.0056,91.6419,73.62,27,100,2.64,overcast clouds
494,Kulhudhuffushi,MV,6.6221,73.07,82.35,76,97,10.33,overcast clouds
495,Pangoa,PE,-12.1167,-73.0,67.6,98,100,2.51,overcast clouds
496,Yar-Sale,RU,66.8333,70.8333,41.0,70,100,13.47,overcast clouds
497,Minas,UY,-34.3759,-55.2377,49.44,94,100,8.9,overcast clouds
498,Manadhoo,MV,5.7667,73.3833,82.17,78,100,10.69,overcast clouds
499,Tara,RU,56.8944,74.371,64.42,68,100,7.34,overcast clouds
500,Vilaka,LV,57.1846,27.6722,54.32,78,100,2.1,overcast clouds
501,Panguna,PG,-6.3164,155.4848,82.26,60,100,2.51,overcast clouds
502,Manage,BE,50.4933,4.2406,57.56,92,75,12.66,broken clouds
503,Sungaipenuh,ID,-2.0833,101.3833,70.95,69,93,1.23,overcast clouds
504,Nsunga,TZ,-1.1439,31.3947,61.59,97,100,2.53,overcast clouds
505,Khanpur,PK,28.6453,70.6567,86.74,46,0,9.93,clear sky
506,Westerland,DE,54.9079,8.3033,55.94,88,75,19.57,broken clouds
507,Abu Kamal,SY,34.4506,40.9171,71.46,25,0,2.86,clear sky
508,Redmond,US,47.674,-122.1215,72.25,53,57,5.01,broken clouds
509,Bonthe,SL,7.5264,-12.505,75.97,90,100,7.99,moderate rain
510,Mnogovershinnyy,RU,53.9353,139.9242,52.92,64,99,0.94,overcast clouds
511,Puerto Madryn,AR,-42.7692,-65.0385,43.93,33,0,7.29,clear sky
512,Bo Rai,TH,12.5728,102.5371,85.77,85,100,4.21,overcast clouds
513,Kiama,AU,-34.6833,150.8667,68.58,71,98,3.0,overcast clouds
514,Acapulco,MX,16.8634,-99.8901,82.22,74,75,0.0,broken clouds
515,Hay River,CA,60.8156,-115.7999,48.18,46,40,12.66,scattered clouds
516,Weiser,US,44.251,-116.9693,84.4,24,28,1.01,scattered clouds
517,Micheweni,TZ,-4.9667,39.8333,77.65,85,100,10.07,light rain
518,Ashland,US,40.8167,-82.2665,73.94,74,100,7.43,overcast clouds
519,Blytheville,US,35.9273,-89.919,73.96,73,0,16.11,clear sky
520,Svetlaya,RU,46.5389,138.3297,51.75,84,100,3.98,overcast clouds
521,Sechura,PE,-5.5569,-80.8222,67.14,74,23,15.37,few clouds
522,Novikovo,RU,51.1537,37.8879,47.84,89,6,5.82,clear sky
523,Port Hardy,CA,50.6996,-127.4199,55.58,62,75,13.8,broken clouds
524,Camacha,PT,33.0833,-16.3333,60.22,82,75,8.05,broken clouds
525,San Luis,AR,-33.295,-66.3356,42.82,76,68,17.92,broken clouds
526,Northam,GB,51.0333,-4.2167,55.26,94,100,13.73,overcast clouds
527,Tailai,CN,46.3833,123.4,63.9,47,100,21.65,overcast clouds
528,Inuvik,CA,68.3499,-133.7218,58.06,30,75,6.91,broken clouds
529,San Carlos De Bariloche,AR,-41.1456,-71.3082,26.35,80,0,6.91,clear sky
530,Rovaniemi,FI,66.5,25.7167,49.41,49,0,10.36,clear sky
531,Betong,TH,5.7743,101.0723,74.95,94,100,0.56,overcast clouds
532,Kayes,ML,14.0,-11.0,90.01,39,100,8.66,light rain
533,Viedma,AR,-40.8135,-62.9967,40.12,59,0,5.95,clear sky
534,Yumen,CN,40.2833,97.2,66.67,11,100,15.46,overcast clouds
535,Manokwari,ID,-0.8667,134.0833,81.16,74,100,7.56,overcast clouds
536,Abu Samrah,SY,35.3029,37.1841,66.61,43,0,3.53,clear sky
537,Bairiki,KI,1.3292,172.9752,86.0,66,40,9.22,scattered clouds
538,Kohtla-Jarve,EE,59.3986,27.2731,52.48,71,100,8.63,light rain
539,Zaoyang,CN,32.1272,112.7542,61.25,77,100,5.44,overcast clouds
540,Sorland,NO,67.667,12.6934,46.26,87,93,10.38,overcast clouds
541,Henties Bay,NA,-22.116,14.2845,58.46,81,0,4.07,clear sky
542,Cortez,US,37.3489,-108.5859,74.16,13,0,19.57,clear sky
543,Yatou,CN,37.15,122.3833,70.05,36,0,15.66,clear sky
544,Ostrovnoy,RU,68.0531,39.5131,35.49,98,100,7.4,overcast clouds
545,Wanning,CN,18.8003,110.3967,83.28,79,100,6.64,overcast clouds
546,Biritiba-Mirim,BR,-23.5698,-46.0407,57.38,78,0,2.95,clear sky
547,Alekseyevsk,RU,57.8406,108.3492,56.97,75,96,9.53,light rain
548,Bull Savanna,JM,17.8868,-77.5902,75.74,81,12,9.19,few clouds
549,Itarema,BR,-2.9248,-39.9167,76.23,90,42,9.91,scattered clouds
550,Lesnoy,RU,57.6198,63.0784,53.13,95,89,5.23,overcast clouds
551,Aripuana,BR,-9.1667,-60.6333,76.69,70,77,2.06,broken clouds
552,San Cristobal,VE,7.7669,-72.225,66.22,95,100,3.29,overcast clouds
553,Luena,AO,-11.7833,19.9167,49.93,48,0,3.51,clear sky
554,San Jose,US,37.3394,-121.895,91.29,40,75,14.97,broken clouds
555,Shitanjing,CN,39.2342,106.3439,66.09,15,11,3.42,few clouds
556,Haapiti,PF,-17.5667,-149.8667,85.73,70,22,9.42,few clouds
557,Saint Pete Beach,US,27.7253,-82.7412,84.25,67,0,0.0,clear sky
558,Ust-Nera,RU,64.5667,143.2,48.16,57,100,7.9,overcast clouds
559,Kawalu,ID,-7.3817,108.2082,76.24,83,100,1.52,overcast clouds
560,Penapolis,BR,-21.4197,-50.0775,62.02,52,0,6.33,clear sky
561,Kondagaon,IN,19.6,81.6667,80.31,37,1,4.05,clear sky
562,Meadow Lake,US,34.8014,-106.5436,79.74,11,0,18.99,clear sky
563,Rognan,NO,67.0953,15.3878,49.75,88,82,2.98,broken clouds
564,Perth,AU,-31.9333,115.8333,64.09,73,0,11.5,clear sky
565,Breytovo,RU,58.2993,37.8617,40.87,83,99,4.97,overcast clouds
566,Palmer,US,42.1584,-72.3287,63.21,60,75,14.97,broken clouds
567,Iskitim,RU,54.6366,83.3045,63.39,65,12,12.84,few clouds
568,Biberach,DE,48.0934,9.7905,52.9,90,100,1.83,overcast clouds
569,Alyangula,AU,-13.8483,136.4192,82.89,57,15,12.17,few clouds
570,Olinda,BR,-8.0089,-34.8553,73.13,94,75,8.05,broken clouds
571,Halle,DE,51.5,12.0,57.9,62,0,11.5,clear sky
572,El Dorado,US,38.7666,-120.5177,89.64,30,100,1.01,overcast clouds
573,Parakan,ID,-6.4191,106.0081,77.45,89,100,1.81,overcast clouds
574,Jizan,SA,17.3333,42.6667,86.94,76,2,2.64,clear sky
575,Kungurtug,RU,50.5994,97.5228,60.1,69,100,3.49,overcast clouds
576,Half Moon Bay,US,37.4636,-122.4286,88.57,61,40,14.97,scattered clouds
577,Kozan,TR,37.4552,35.8157,65.25,58,0,6.46,clear sky
578,Keti Bandar,PK,24.1447,67.4497,81.86,85,40,20.42,scattered clouds
579,Ituporanga,BR,-27.4144,-49.6025,58.59,95,28,1.88,scattered clouds
580,Kangaatsiaq,GL,68.3065,-53.4641,32.32,75,87,8.9,overcast clouds
581,Satellite Beach,US,28.1761,-80.5901,82.06,81,0,14.97,clear sky
582,El Alto,PE,-4.2714,-81.2147,64.0,82,76,13.42,broken clouds
583,Jinchang,CN,38.4953,102.1739,66.2,18,100,4.16,overcast clouds
584,Praya,CV,14.9215,-23.5087,72.14,73,75,11.5,broken clouds
585,Aswan,EG,24.0934,32.907,78.1,15,0,10.36,clear sky
586,Zaraza,VE,9.3503,-65.3245,79.84,68,100,6.58,overcast clouds
587,Kaohsiung,TW,22.6163,120.3133,84.15,82,75,3.0,broken clouds
588,Grafenau,DE,48.8577,13.3974,53.06,89,100,1.14,overcast clouds
589,Copiapo,CL,-27.3667,-70.3333,53.29,60,11,0.96,few clouds
590,Winnemucca,US,40.973,-117.7357,86.05,11,0,6.91,clear sky
591,North Bend,US,43.4065,-124.2243,73.24,91,0,14.97,clear sky
592,Buala,SB,-8.145,159.5921,84.52,71,62,3.85,light rain
593,Solvychegodsk,RU,61.3305,46.9156,40.69,97,100,3.94,overcast clouds
594,Puerto Ayacucho,VE,5.6639,-67.6236,76.1,91,24,3.4,few clouds
595,Shadegan,IR,30.6497,48.6647,80.55,19,0,10.0,clear sky
596,Traverse City,US,44.7631,-85.6206,61.74,96,100,5.75,light rain
597,Laje,BR,-10.1833,-40.9667,68.04,94,98,11.56,overcast clouds
598,Launceston,AU,-41.45,147.1667,57.79,87,40,6.91,scattered clouds
599,Cabedelo,BR,-6.9811,-34.8339,74.07,84,98,11.39,overcast clouds
600,Turochak,RU,52.2576,87.1224,68.67,80,51,1.77,light rain
601,Fuyu,CN,45.1833,124.8167,51.21,92,100,7.31,moderate rain
602,Hengyang,CN,26.8881,112.615,68.81,95,100,6.51,overcast clouds
603,Sangar,RU,63.9242,127.4739,50.63,44,75,0.54,broken clouds
604,Araouane,ML,18.9048,-3.5265,85.73,38,85,17.22,overcast clouds
605,Hefei,CN,31.8639,117.2808,68.02,77,0,11.18,clear sky
606,Prieska,ZA,-29.6641,22.7474,55.99,43,0,2.91,clear sky
607,La Plata,AR,-34.9215,-57.9545,46.04,90,15,6.46,few clouds
608,Igarka,RU,67.4667,86.5833,39.33,70,15,10.13,few clouds
609,Neepawa,CA,50.2289,-99.4664,64.8,75,24,12.62,few clouds
610,Yellandu,IN,17.6,80.3333,86.2,55,95,5.1,overcast clouds
611,Gunjur,GM,13.2019,-16.7339,71.67,88,0,6.91,clear sky
612,Porto Novo,BJ,6.4965,2.6036,82.22,85,100,5.19,overcast clouds
613,Ozuluama,MX,21.6667,-97.85,78.94,87,100,8.03,overcast clouds
614,General Pico,AR,-35.6566,-63.7568,41.16,74,1,7.45,clear sky
615,Jelgava,LV,56.65,23.7128,50.04,96,98,6.08,overcast clouds
616,Kushiro,JP,42.975,144.3747,56.35,82,20,11.5,fog
617,Lata,PT,40.1629,-8.3327,57.07,71,0,4.27,clear sky
618,Silvino Lobos,PH,12.3,124.8333,90.32,54,100,3.58,overcast clouds
619,Belle Fourche,US,44.6714,-103.8522,67.32,42,32,1.41,scattered clouds
620,San Isidro,PE,-12.1167,-77.05,64.02,82,100,8.05,overcast clouds
621,Whitehorse,CA,60.7161,-135.0538,54.37,40,75,17.0,broken clouds
622,Ikom,NG,5.9667,8.7063,72.61,99,62,0.6,broken clouds
623,Ende,ID,-8.8432,121.6623,85.08,71,83,3.27,broken clouds
624,Kosjeric,RS,43.9961,19.9069,58.33,98,26,4.5,scattered clouds
625,Muros,ES,42.7762,-9.0603,59.09,81,22,9.84,few clouds
626,Ratnagiri,IN,16.9833,73.3,84.15,65,95,10.54,overcast clouds
627,Wahiawa,US,21.5028,-158.0236,80.92,52,40,13.8,scattered clouds
628,Chapais,CA,49.7834,-74.8492,53.38,73,100,4.74,overcast clouds
629,Chaiya,TH,9.3862,99.1986,82.38,74,72,6.24,broken clouds
630,Belyy Yar,RU,53.6039,91.3903,70.86,41,0,11.18,clear sky
631,Juneau,US,58.3019,-134.4197,60.8,76,75,8.05,broken clouds
632,Lumeje,AO,-11.55,20.7833,52.39,46,0,5.5,clear sky
633,Muisne,EC,0.6,-80.0333,76.68,84,100,7.85,overcast clouds
634,Kenora,CA,49.8167,-94.4337,59.97,47,75,9.22,broken clouds
635,Santa Rosa,PH,14.3122,121.1114,90.1,72,93,2.21,overcast clouds
636,Los Llanos De Aridane,ES,28.6585,-17.9182,63.12,75,100,11.99,overcast clouds
637,Highland,US,34.1283,-117.2086,93.11,40,0,11.5,haze
638,Ambon,ID,-3.6954,128.1814,84.34,79,40,1.14,scattered clouds
639,Aguimes,ES,27.9054,-15.4461,65.66,64,75,18.41,broken clouds
640,Nelson Bay,AU,-32.7167,152.15,70.09,71,82,1.99,broken clouds
641,Pokrovo-Prigorodnoye,RU,52.6841,41.4175,44.94,78,98,6.58,overcast clouds
642,Mujiayingzi,CN,42.1167,118.7833,69.33,26,78,22.97,broken clouds
643,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.5,95,100,1.95,overcast clouds
644,Burgos,ES,42.3394,-3.7079,43.21,93,40,2.3,scattered clouds
645,Urengoy,RU,65.9667,78.3667,45.05,58,12,8.12,few clouds
646,Antofagasta,CL,-23.65,-70.4,58.28,83,46,4.88,scattered clouds
647,Margate,GB,51.3813,1.3862,53.31,85,15,1.99,few clouds
648,Byron Bay,AU,-28.65,153.6167,68.7,72,25,7.94,scattered clouds
649,Korhogo,CI,9.45,-5.6333,72.61,87,73,4.23,light rain
650,Krutinka,RU,56.0055,71.5113,65.21,65,45,9.13,scattered clouds
651,Bakchar,RU,57.0186,82.0711,64.38,53,0,8.81,clear sky
652,Marfino,RU,55.7028,37.3822,44.94,71,0,4.47,clear sky
653,Bilibino,RU,68.0546,166.4372,58.08,36,100,13.35,light rain
654,Cam Ranh,VN,11.9214,109.1591,84.16,74,75,2.3,broken clouds
655,Payson,US,40.0444,-111.7321,75.58,25,0,5.75,clear sky
656,Caceres,ES,39.522,-6.3748,55.71,50,5,6.53,clear sky
657,Diego De Almagro,CL,-26.3667,-70.05,58.46,47,6,1.99,clear sky
658,Ca Mau,VN,9.1769,105.15,88.39,62,95,12.75,overcast clouds
659,Alampur,IN,15.8833,78.15,87.49,53,64,13.53,broken clouds
660,Dale,US,38.1689,-86.99,74.91,78,75,12.66,broken clouds
661,Cedar City,US,37.6775,-113.0619,79.39,13,0,0.0,clear sky
662,San Vicente,AR,-26.6167,-54.1333,62.51,79,2,3.98,clear sky
663,Vanderhoof,CA,54.0166,-124.0198,55.22,66,37,8.21,scattered clouds
664,Halayhayin,PH,14.1891,121.4075,87.4,62,100,2.17,overcast clouds
665,Wasilla,US,61.5814,-149.4394,65.48,51,0,10.36,clear sky
666,Verkhnevilyuysk,RU,63.4453,120.3167,41.76,60,100,9.28,overcast clouds
667,Kawhia,NZ,-38.0651,174.8183,60.4,54,6,2.98,clear sky
668,Ouadda,CF,8.0777,22.4007,68.43,85,100,3.98,overcast clouds
669,Lahaina,US,20.8783,-156.6825,83.44,73,8,9.78,clear sky
670,Narovchat,RU,53.8765,43.6946,37.69,82,34,7.05,scattered clouds
671,Gulmarg,IN,34.049,74.3921,54.75,62,0,1.63,clear sky
672,Palauig,PH,15.435,119.9045,86.79,68,67,8.23,broken clouds
673,Derzhavinsk,KZ,51.1,66.3167,73.08,36,38,11.05,scattered clouds
674,Abong Mbang,CM,3.9833,13.1833,64.94,98,73,1.77,broken clouds
675,Puerto Gaitan,CO,4.3133,-72.0816,77.59,85,89,4.36,overcast clouds
676,Erzin,TR,36.9559,36.2,65.53,66,0,3.27,clear sky
677,Hualmay,PE,-11.0964,-77.6139,63.72,84,61,7.58,broken clouds
678,Mahon,ES,39.8885,4.2658,66.76,63,0,16.11,clear sky
679,Svetlyy,RU,54.675,20.1347,47.97,93,12,8.41,few clouds
680,Morgan City,US,29.6994,-91.2068,73.4,100,0,3.44,clear sky
681,Terrell,US,32.736,-96.2753,69.58,56,100,4.61,overcast clouds
682,Nizhniy Baskunchak,RU,48.2198,46.8311,55.62,70,100,7.45,overcast clouds
683,Kharan,PK,28.5833,65.4167,85.59,36,0,2.51,clear sky
